User,Turn,Phase,Phase_Label,Norm_VarEntropy
persona_288,3,whole,Whole,0.09441292812838491
persona_288,3,state_analysis,State Analysis,0.08687810857811795
persona_288,3,strategy,Strategy,0.0
persona_288,3,response,Response,0.13407728778801137
persona_288,4,whole,Whole,0.13979238985644016
persona_288,4,state_analysis,State Analysis,0.1473990293514831
persona_288,4,strategy,Strategy,0.14743037149895663
persona_288,4,response,Response,0.0950311011031226
persona_288,5,whole,Whole,0.12053160164823164
persona_288,5,state_analysis,State Analysis,0.1241431208521848
persona_288,5,strategy,Strategy,0.050243489700626656
persona_288,5,response,Response,0.05946920379096085
persona_288,6,whole,Whole,0.14041972074052814
persona_288,6,state_analysis,State Analysis,0.13471850018008566
persona_288,6,strategy,Strategy,0.08942318106050724
persona_288,6,response,Response,0.16013095992466514
persona_288,7,whole,Whole,0.12812261150046836
persona_288,7,state_analysis,State Analysis,0.1532139740909368
persona_288,7,strategy,Strategy,0.04955909373710564
persona_288,7,response,Response,0.13301943971056715
persona_288,8,whole,Whole,0.10879138733755364
persona_288,8,state_analysis,State Analysis,0.11747280139137906
persona_288,8,strategy,Strategy,0.0
persona_288,8,response,Response,0.11884557295482885
persona_288,9,whole,Whole,0.1600468225374348
persona_288,9,state_analysis,State Analysis,0.14772471553245392
persona_288,9,strategy,Strategy,0.0
persona_288,9,response,Response,0.0267913324395095
persona_288,10,whole,Whole,0.18094191769915877
persona_288,10,state_analysis,State Analysis,0.21501290176710597
persona_288,10,strategy,Strategy,0.0
persona_288,10,response,Response,0.1465695933393814
persona_102,2,whole,Whole,0.14869247979711042
persona_102,2,state_analysis,State Analysis,0.14183580129655532
persona_102,2,strategy,Strategy,0.08969282748081368
persona_102,2,response,Response,0.1598458067244724
persona_102,3,whole,Whole,0.09435974199413222
persona_102,3,state_analysis,State Analysis,0.08652492692443729
persona_102,3,strategy,Strategy,0.03380876781223842
persona_102,3,response,Response,0.11249637202081116
persona_102,4,whole,Whole,0.14819479926768717
persona_102,4,state_analysis,State Analysis,0.15162047491946715
persona_102,4,strategy,Strategy,0.10757968765904274
persona_102,4,response,Response,0.11552331719368532
persona_102,5,whole,Whole,0.09387230678852851
persona_102,5,state_analysis,State Analysis,0.118250678604108
persona_102,5,strategy,Strategy,0.07129470764941746
persona_102,5,response,Response,0.1245815855653232
persona_102,6,whole,Whole,0.14118585266203487
persona_102,6,state_analysis,State Analysis,0.1314013720751479
persona_102,6,strategy,Strategy,0.1251540103694987
persona_102,6,response,Response,0.14230840889624405
persona_102,7,whole,Whole,0.17935856743098486
persona_102,7,state_analysis,State Analysis,0.14360312216588453
persona_102,7,strategy,Strategy,0.0
persona_102,7,response,Response,0.12290059951673507
persona_102,8,whole,Whole,0.14262543412526973
persona_102,8,state_analysis,State Analysis,0.1416960765188789
persona_102,8,strategy,Strategy,0.0
persona_102,8,response,Response,0.14280515654827441
persona_102,9,whole,Whole,0.15861287632798007
persona_102,9,state_analysis,State Analysis,0.11729295064341468
persona_102,9,strategy,Strategy,0.15742251173834704
persona_102,9,response,Response,0.12503942494536854
persona_102,10,whole,Whole,0.18783552594428932
persona_102,10,state_analysis,State Analysis,0.12342966896233755
persona_102,10,strategy,Strategy,0.0
persona_102,10,response,Response,0.1205534043220986
persona_215,2,whole,Whole,0.14058497616158952
persona_215,2,state_analysis,State Analysis,0.15874021646847938
persona_215,2,strategy,Strategy,0.13683591772828824
persona_215,2,response,Response,0.1597179745095769
persona_215,3,whole,Whole,0.08450244161463633
persona_215,3,state_analysis,State Analysis,0.11892405670845115
persona_215,3,strategy,Strategy,0.07590228178916918
persona_215,3,response,Response,0.10574810301969031
persona_215,4,whole,Whole,0.08367393839113599
persona_215,4,state_analysis,State Analysis,0.08665228046313977
persona_215,4,strategy,Strategy,0.04221395536303172
persona_215,4,response,Response,0.12804960176267102
persona_215,5,whole,Whole,0.10086213899880445
persona_215,5,state_analysis,State Analysis,0.12096887805068435
persona_215,5,strategy,Strategy,0.10350539988735288
persona_215,5,response,Response,0.07314691450768981
persona_215,6,whole,Whole,0.14713291102788417
persona_215,6,state_analysis,State Analysis,0.1118342181403176
persona_215,6,strategy,Strategy,0.14550437428816151
persona_215,6,response,Response,0.10053912357636154
persona_215,7,whole,Whole,0.19471416967526417
persona_215,7,state_analysis,State Analysis,0.18131972029564117
persona_215,7,strategy,Strategy,0.14561260704392398
persona_215,7,response,Response,0.12329357262557292
persona_113,2,whole,Whole,0.0972476574846144
persona_113,2,state_analysis,State Analysis,0.07825506498869145
persona_113,2,strategy,Strategy,0.07258666182424452
persona_113,2,response,Response,0.12255510840574257
persona_113,3,whole,Whole,0.08552564425456476
persona_113,3,state_analysis,State Analysis,0.08383364468035666
persona_113,3,strategy,Strategy,0.0
persona_113,3,response,Response,0.11583269257571019
persona_113,4,whole,Whole,0.14072325015099205
persona_113,4,state_analysis,State Analysis,0.13445275047923283
persona_113,4,strategy,Strategy,0.07716909895887662
persona_113,4,response,Response,0.15425507179131018
persona_113,5,whole,Whole,0.12965359767417076
persona_113,5,state_analysis,State Analysis,0.0394646942964166
persona_113,5,strategy,Strategy,0.13001619952286395
persona_113,5,response,Response,0.16440535857747363
persona_113,6,whole,Whole,0.17647059564184564
persona_113,6,state_analysis,State Analysis,0.17295762189903155
persona_113,6,strategy,Strategy,0.13596345223229028
persona_113,6,response,Response,0.08876317499915196
persona_113,7,whole,Whole,0.11384083568519045
persona_113,7,state_analysis,State Analysis,0.15405478262162198
persona_113,7,strategy,Strategy,0.10519421867088795
persona_113,7,response,Response,0.06050975842257712
persona_113,8,whole,Whole,0.14074784500833207
persona_113,8,state_analysis,State Analysis,0.1735810026230363
persona_113,8,strategy,Strategy,0.033367209414011535
persona_113,8,response,Response,0.08672778698692311
persona_113,9,whole,Whole,0.1665074361080502
persona_113,9,state_analysis,State Analysis,0.15065852217759118
persona_113,9,strategy,Strategy,0.10934004457413901
persona_113,9,response,Response,0.13889785405210134
persona_113,10,whole,Whole,0.1266447597881706
persona_113,10,state_analysis,State Analysis,0.14413009896907017
persona_113,10,strategy,Strategy,0.09843497893346195
persona_113,10,response,Response,0.12560169171395813
persona_230,2,whole,Whole,0.10286961551943138
persona_230,2,state_analysis,State Analysis,0.10140571812299634
persona_230,2,strategy,Strategy,0.0
persona_230,2,response,Response,0.0
persona_230,3,whole,Whole,0.07492234063219062
persona_230,3,state_analysis,State Analysis,0.03920881768116672
persona_230,3,strategy,Strategy,0.09689779823490367
persona_230,3,response,Response,0.1152704399234324
persona_230,4,whole,Whole,0.11584077755823269
persona_230,4,state_analysis,State Analysis,0.06504320680059764
persona_230,4,strategy,Strategy,0.07063975180427859
persona_230,4,response,Response,0.14533422620373204
persona_230,5,whole,Whole,0.10242900999889477
persona_230,5,state_analysis,State Analysis,0.11840652055156936
persona_230,5,strategy,Strategy,0.07148360798419222
persona_230,5,response,Response,0.11554920671661845
persona_230,6,whole,Whole,0.16787903561366455
persona_230,6,state_analysis,State Analysis,0.12052007742705675
persona_230,6,strategy,Strategy,0.12350110372072567
persona_230,6,response,Response,0.11625654719119682
persona_230,7,whole,Whole,0.11967317108288802
persona_230,7,state_analysis,State Analysis,0.10982196838326809
persona_230,7,strategy,Strategy,0.0
persona_230,7,response,Response,0.18537617672277992
persona_230,8,whole,Whole,0.16539420031780436
persona_230,8,state_analysis,State Analysis,0.10311790467263375
persona_230,8,strategy,Strategy,0.1583319930593258
persona_230,8,response,Response,0.12697982577055766
persona_230,9,whole,Whole,0.11103309585067933
persona_230,9,state_analysis,State Analysis,0.0902419570877838
persona_230,9,strategy,Strategy,0.0
persona_230,9,response,Response,0.13544649594427527
persona_230,10,whole,Whole,0.11541454124832046
persona_230,10,state_analysis,State Analysis,0.17138024559684797
persona_230,10,strategy,Strategy,0.0
persona_230,10,response,Response,0.10110547734887285
persona_143,2,whole,Whole,0.15218123934490554
persona_143,2,state_analysis,State Analysis,0.15844172125987496
persona_143,2,strategy,Strategy,0.19184466094636773
persona_143,2,response,Response,0.10868948537734775
persona_143,3,whole,Whole,0.09179215978101762
persona_143,3,state_analysis,State Analysis,0.10166578462534218
persona_143,3,strategy,Strategy,0.0
persona_143,3,response,Response,0.08748398524343363
persona_143,4,whole,Whole,0.10585583282933597
persona_143,4,state_analysis,State Analysis,0.10568330679362889
persona_143,4,strategy,Strategy,0.08862904577585003
persona_143,4,response,Response,0.1299619634347938
persona_143,5,whole,Whole,0.11644372582413805
persona_143,5,state_analysis,State Analysis,0.10057726682218901
persona_143,5,strategy,Strategy,0.09791394935618036
persona_143,5,response,Response,0.12123822204382848
persona_143,6,whole,Whole,0.18023152963303138
persona_143,6,state_analysis,State Analysis,0.14782008718082937
persona_143,6,strategy,Strategy,0.14272487123274005
persona_143,6,response,Response,0.06370310642620983
persona_143,7,whole,Whole,0.10999199505604351
persona_143,7,state_analysis,State Analysis,0.09046703229730328
persona_143,7,strategy,Strategy,0.1279364569640159
persona_143,7,response,Response,0.12083561880384971
persona_143,8,whole,Whole,0.19835123854186562
persona_143,8,state_analysis,State Analysis,0.15311910392507327
persona_143,8,strategy,Strategy,0.0
persona_143,8,response,Response,0.06712016566864905
persona_143,9,whole,Whole,0.17769109559173618
persona_143,9,state_analysis,State Analysis,0.16739464059605624
persona_143,9,strategy,Strategy,0.008144539207375975
persona_143,9,response,Response,0.07638965511188986
persona_143,10,whole,Whole,0.11038581686562289
persona_143,10,state_analysis,State Analysis,0.1034168642019764
persona_143,10,strategy,Strategy,0.14064758911097905
persona_143,10,response,Response,0.10895736551890967
persona_4,2,whole,Whole,0.14219704419216567
persona_4,2,state_analysis,State Analysis,0.09927074335904146
persona_4,2,strategy,Strategy,0.13272821836482768
persona_4,2,response,Response,0.14079126579241158
persona_4,3,whole,Whole,0.12165861332946352
persona_4,3,state_analysis,State Analysis,0.13033619975376604
persona_4,3,strategy,Strategy,0.1136483982141423
persona_4,3,response,Response,0.12499305994585781
persona_4,4,whole,Whole,0.08576645805106746
persona_4,4,state_analysis,State Analysis,0.10124502864467762
persona_4,4,strategy,Strategy,0.0911286677643321
persona_4,4,response,Response,0.12408297455117893
persona_4,5,whole,Whole,0.1494212160172412
persona_4,5,state_analysis,State Analysis,0.17230064305672319
persona_4,5,strategy,Strategy,0.135416268045443
persona_4,5,response,Response,0.13172486562435332
persona_4,6,whole,Whole,0.15583333899364357
persona_4,6,state_analysis,State Analysis,0.13071662559801603
persona_4,6,strategy,Strategy,0.05742229763371889
persona_4,6,response,Response,0.14086836578107992
persona_4,7,whole,Whole,0.12102874725070567
persona_4,7,state_analysis,State Analysis,0.15002572005815096
persona_4,7,strategy,Strategy,0.13465749391790244
persona_4,7,response,Response,0.10513474990459305
persona_4,8,whole,Whole,0.16743792728330445
persona_4,8,state_analysis,State Analysis,0.11388816277349148
persona_4,8,strategy,Strategy,0.06911387412860551
persona_4,8,response,Response,0.15045602293440408
persona_4,9,whole,Whole,0.17332486442045955
persona_4,9,state_analysis,State Analysis,0.15789932281402272
persona_4,9,strategy,Strategy,0.0
persona_4,9,response,Response,0.1497853537487502
persona_4,10,whole,Whole,0.15164644209630954
persona_4,10,state_analysis,State Analysis,0.1266505245677618
persona_4,10,strategy,Strategy,0.0
persona_4,10,response,Response,0.12073238222608908
persona_82,2,whole,Whole,0.12269188750658198
persona_82,2,state_analysis,State Analysis,0.11970969312795227
persona_82,2,strategy,Strategy,0.1457587064078718
persona_82,2,response,Response,0.14598609895856268
persona_82,3,whole,Whole,0.12097959998206365
persona_82,3,state_analysis,State Analysis,0.1058975873629878
persona_82,3,strategy,Strategy,0.0
persona_82,3,response,Response,0.11774900911878974
persona_82,4,whole,Whole,0.09305547049743942
persona_82,4,state_analysis,State Analysis,0.054809628255849126
persona_82,4,strategy,Strategy,0.04090487296143342
persona_82,4,response,Response,0.15825785463512446
persona_82,5,whole,Whole,0.13487988855920857
persona_82,5,state_analysis,State Analysis,0.12785571911865234
persona_82,5,strategy,Strategy,0.09744962002896787
persona_82,5,response,Response,0.13521543640627778
persona_82,6,whole,Whole,0.13527699087963863
persona_82,6,state_analysis,State Analysis,0.1255221237170641
persona_82,6,strategy,Strategy,0.0
persona_82,6,response,Response,0.0896024243124472
persona_82,7,whole,Whole,0.1839612538318951
persona_82,7,state_analysis,State Analysis,0.1681485892768963
persona_82,7,strategy,Strategy,0.20593941335812427
persona_82,7,response,Response,0.14920957820802133
persona_82,8,whole,Whole,0.17424006884830046
persona_82,8,state_analysis,State Analysis,0.1479922359417458
persona_82,8,strategy,Strategy,0.0
persona_82,8,response,Response,0.054832977315681826
persona_82,9,whole,Whole,0.16971838035749037
persona_82,9,state_analysis,State Analysis,0.10822922910671788
persona_82,9,strategy,Strategy,0.1652432890813801
persona_82,9,response,Response,0.1776758205474491
persona_82,10,whole,Whole,0.16860395118863125
persona_82,10,state_analysis,State Analysis,0.10010034086643782
persona_82,10,strategy,Strategy,0.13270208560156338
persona_82,10,response,Response,0.12787846409288794
persona_175,2,whole,Whole,0.15153623216780576
persona_175,2,state_analysis,State Analysis,0.1556906037554198
persona_175,2,strategy,Strategy,0.23648125569503625
persona_175,2,response,Response,0.15238318017401062
persona_175,3,whole,Whole,0.09033997232123303
persona_175,3,state_analysis,State Analysis,0.028683492274877775
persona_175,3,strategy,Strategy,0.1435991621367747
persona_175,3,response,Response,0.1268001997605699
persona_175,4,whole,Whole,0.09616681377749504
persona_175,4,state_analysis,State Analysis,0.11036736893911543
persona_175,4,strategy,Strategy,0.09885892338326444
persona_175,4,response,Response,0.1114819800213409
persona_175,5,whole,Whole,0.16064084148287744
persona_175,5,state_analysis,State Analysis,0.13255976878135547
persona_175,5,strategy,Strategy,0.16096126566946292
persona_175,5,response,Response,0.1438625802145028
persona_175,6,whole,Whole,0.16274150264706302
persona_175,6,state_analysis,State Analysis,0.15216744731393572
persona_175,6,strategy,Strategy,0.0
persona_175,6,response,Response,0.16983624331451008
persona_175,7,whole,Whole,0.15973890497882726
persona_175,7,state_analysis,State Analysis,0.16862272248355226
persona_175,7,strategy,Strategy,0.1663851965452043
persona_175,7,response,Response,0.14037135997855865
persona_175,8,whole,Whole,0.19667369217899125
persona_175,8,state_analysis,State Analysis,0.11601867646960039
persona_175,8,strategy,Strategy,0.0
persona_175,8,response,Response,0.08887413368041339
persona_175,9,whole,Whole,0.16342398536427657
persona_175,9,state_analysis,State Analysis,0.10119567902476555
persona_175,9,strategy,Strategy,0.0
persona_175,9,response,Response,0.0652135969913592
persona_175,10,whole,Whole,0.15802802090785006
persona_175,10,state_analysis,State Analysis,0.1362562641502058
persona_175,10,strategy,Strategy,0.0
persona_175,10,response,Response,0.09468673977616142
persona_80,2,whole,Whole,0.15138870022487616
persona_80,2,state_analysis,State Analysis,0.11437942248387578
persona_80,2,strategy,Strategy,0.15267598808987057
persona_80,2,response,Response,0.0969696348008627
persona_80,3,whole,Whole,0.11490815639501939
persona_80,3,state_analysis,State Analysis,0.10785446280005191
persona_80,3,strategy,Strategy,0.15108826245132828
persona_80,3,response,Response,0.11734923817297911
persona_80,4,whole,Whole,0.08186944114347325
persona_80,4,state_analysis,State Analysis,0.07840614885853167
persona_80,4,strategy,Strategy,0.06233446248982997
persona_80,4,response,Response,0.08568198842698245
persona_80,5,whole,Whole,0.0969800944274183
persona_80,5,state_analysis,State Analysis,0.12367325389607449
persona_80,5,strategy,Strategy,0.09384662222263251
persona_80,5,response,Response,0.10448241388251542
persona_111,2,whole,Whole,0.17106040790881338
persona_111,2,state_analysis,State Analysis,0.13242348838690743
persona_111,2,strategy,Strategy,0.10491325261467821
persona_111,2,response,Response,0.14741316879977423
persona_111,3,whole,Whole,0.12407715408171734
persona_111,3,state_analysis,State Analysis,0.09916380860942464
persona_111,3,strategy,Strategy,0.0
persona_111,3,response,Response,0.146652167433321
persona_111,4,whole,Whole,0.09256327064529699
persona_111,4,state_analysis,State Analysis,0.1384365070945059
persona_111,4,strategy,Strategy,0.0
persona_111,4,response,Response,0.0999885890137921
persona_111,5,whole,Whole,0.11317664382587996
persona_111,5,state_analysis,State Analysis,0.105405099199008
persona_111,5,strategy,Strategy,0.15937942397178556
persona_111,5,response,Response,0.1727816384986942
persona_111,6,whole,Whole,0.12101920634335012
persona_111,6,state_analysis,State Analysis,0.15179702436143466
persona_111,6,strategy,Strategy,0.10402523269444752
persona_111,6,response,Response,0.08639760037664986
persona_111,7,whole,Whole,0.15184591315975335
persona_111,7,state_analysis,State Analysis,0.1379214823213103
persona_111,7,strategy,Strategy,0.016024698922186487
persona_111,7,response,Response,0.10284182170861111
persona_111,8,whole,Whole,0.17667006074458966
persona_111,8,state_analysis,State Analysis,0.11020775056155045
persona_111,8,strategy,Strategy,0.011471671080433102
persona_111,8,response,Response,0.11468624756607973
persona_111,9,whole,Whole,0.171633172539689
persona_111,9,state_analysis,State Analysis,0.15731090551812207
persona_111,9,strategy,Strategy,0.0
persona_111,9,response,Response,0.105988718806767
persona_111,10,whole,Whole,0.159923785572889
persona_111,10,state_analysis,State Analysis,0.12008051105478876
persona_111,10,strategy,Strategy,0.0
persona_111,10,response,Response,0.021938781261595125
persona_173,2,whole,Whole,0.1313918988110743
persona_173,2,state_analysis,State Analysis,0.1225511264781005
persona_173,2,strategy,Strategy,0.10788932307052067
persona_173,2,response,Response,0.0751133458847906
persona_173,3,whole,Whole,0.12217311770242101
persona_173,3,state_analysis,State Analysis,0.14450825109566473
persona_173,3,strategy,Strategy,0.0
persona_173,3,response,Response,0.19010130747603804
persona_173,4,whole,Whole,0.1434443961965904
persona_173,4,state_analysis,State Analysis,0.11162918780989474
persona_173,4,strategy,Strategy,0.1825894115171407
persona_173,4,response,Response,0.1256753136793037
persona_173,5,whole,Whole,0.10875259244847987
persona_173,5,state_analysis,State Analysis,0.12125516685797459
persona_173,5,strategy,Strategy,0.11354249099891493
persona_173,5,response,Response,0.1410806582749179
persona_173,6,whole,Whole,0.18078817496421745
persona_173,6,state_analysis,State Analysis,0.1001397599574831
persona_173,6,strategy,Strategy,0.18904000406469992
persona_173,6,response,Response,0.15760917922861897
persona_173,7,whole,Whole,0.11616959379351091
persona_173,7,state_analysis,State Analysis,0.170686501761256
persona_173,7,strategy,Strategy,0.11087359537732096
persona_173,7,response,Response,0.12765592783063331
persona_195,2,whole,Whole,0.09543300305972517
persona_195,2,state_analysis,State Analysis,0.09684452090361
persona_195,2,strategy,Strategy,0.10900976980957842
persona_195,2,response,Response,0.14696870483958432
persona_195,3,whole,Whole,0.12002479135376733
persona_195,3,state_analysis,State Analysis,0.0992437893222876
persona_195,3,strategy,Strategy,0.12666832717406123
persona_195,3,response,Response,0.15426702938525852
persona_195,4,whole,Whole,0.11300070244513793
persona_195,4,state_analysis,State Analysis,0.11818604014195228
persona_195,4,strategy,Strategy,0.14025085610094074
persona_195,4,response,Response,0.15278954758766938
persona_195,5,whole,Whole,0.13975078806668684
persona_195,5,state_analysis,State Analysis,0.13351480864609894
persona_195,5,strategy,Strategy,0.0
persona_195,5,response,Response,0.17041171880070427
persona_195,6,whole,Whole,0.13835863457560857
persona_195,6,state_analysis,State Analysis,0.10133441079331565
persona_195,6,strategy,Strategy,0.16967283902616276
persona_195,6,response,Response,0.18696082019537819
persona_195,7,whole,Whole,0.19620221178578803
persona_195,7,state_analysis,State Analysis,0.13606799389786736
persona_195,7,strategy,Strategy,0.1554898596753622
persona_195,7,response,Response,0.05254888057824386
persona_195,8,whole,Whole,0.14966675716165762
persona_195,8,state_analysis,State Analysis,0.06521335468024021
persona_195,8,strategy,Strategy,0.0931517682149875
persona_195,8,response,Response,0.06338615560099517
persona_195,9,whole,Whole,0.153068299955341
persona_195,9,state_analysis,State Analysis,0.0824731369941272
persona_195,9,strategy,Strategy,0.05416512111786632
persona_195,9,response,Response,0.07408989368089312
persona_195,10,whole,Whole,0.09578979774813313
persona_195,10,state_analysis,State Analysis,0.06214242318872865
persona_195,10,strategy,Strategy,0.0
persona_195,10,response,Response,0.12077414286161378
persona_50,2,whole,Whole,0.11894266111273759
persona_50,2,state_analysis,State Analysis,0.10109996834560801
persona_50,2,strategy,Strategy,0.11611407534827066
persona_50,2,response,Response,0.15600735981191757
persona_50,3,whole,Whole,0.11658748968339457
persona_50,3,state_analysis,State Analysis,0.14694759107713773
persona_50,3,strategy,Strategy,0.1253822638254717
persona_50,3,response,Response,0.11917869491577228
persona_50,4,whole,Whole,0.11219474964807792
persona_50,4,state_analysis,State Analysis,0.12666945084529033
persona_50,4,strategy,Strategy,0.0
persona_50,4,response,Response,0.10212907968105608
persona_50,5,whole,Whole,0.1623288276205533
persona_50,5,state_analysis,State Analysis,0.15460007745273624
persona_50,5,strategy,Strategy,0.18492560833515964
persona_50,5,response,Response,0.13388902587462187
persona_50,6,whole,Whole,0.1881861070531251
persona_50,6,state_analysis,State Analysis,0.11288551933708324
persona_50,6,strategy,Strategy,0.10253086038443798
persona_50,6,response,Response,0.12286325358003838
persona_50,7,whole,Whole,0.1783745917179088
persona_50,7,state_analysis,State Analysis,0.14688150519046653
persona_50,7,strategy,Strategy,0.14901693567572283
persona_50,7,response,Response,0.07818660771398886
persona_50,8,whole,Whole,0.1236846921946623
persona_50,8,state_analysis,State Analysis,0.10127560633362194
persona_50,8,strategy,Strategy,0.0
persona_50,8,response,Response,0.17799175988265412
persona_50,9,whole,Whole,0.1300675478454357
persona_50,9,state_analysis,State Analysis,0.1005971195640944
persona_50,9,strategy,Strategy,0.12718473214712975
persona_50,9,response,Response,0.09810900786139957
persona_50,10,whole,Whole,0.16687638313127878
persona_50,10,state_analysis,State Analysis,0.11773984244801283
persona_50,10,strategy,Strategy,0.14269057065540564
persona_50,10,response,Response,0.1636841030045688
persona_184,2,whole,Whole,0.12351510848656753
persona_184,2,state_analysis,State Analysis,0.13554141586527788
persona_184,2,strategy,Strategy,0.15340610288678053
persona_184,2,response,Response,0.08995758273943828
persona_184,3,whole,Whole,0.08186548697684276
persona_184,3,state_analysis,State Analysis,0.10850705738979562
persona_184,3,strategy,Strategy,0.07572351220227781
persona_184,3,response,Response,0.12932211741860417
persona_184,4,whole,Whole,0.12639016213733265
persona_184,4,state_analysis,State Analysis,0.1588197314664109
persona_184,4,strategy,Strategy,0.1575222279549714
persona_184,4,response,Response,0.14971595128683826
persona_184,5,whole,Whole,0.10400242357378342
persona_184,5,state_analysis,State Analysis,0.08974642205310229
persona_184,5,strategy,Strategy,0.048416474378323804
persona_184,5,response,Response,0.1597977098659235
persona_184,6,whole,Whole,0.13723408592639147
persona_184,6,state_analysis,State Analysis,0.13756794424546298
persona_184,6,strategy,Strategy,0.0
persona_184,6,response,Response,0.13186800456417394
persona_184,7,whole,Whole,0.1056500015371818
persona_184,7,state_analysis,State Analysis,0.05444089900580565
persona_184,7,strategy,Strategy,0.15246813365250378
persona_184,7,response,Response,0.12633164898707888
persona_184,8,whole,Whole,0.15272856498908613
persona_184,8,state_analysis,State Analysis,0.13975408997286257
persona_184,8,strategy,Strategy,0.17118387114111455
persona_184,8,response,Response,0.12077591287767352
persona_184,9,whole,Whole,0.14364421715535663
persona_184,9,state_analysis,State Analysis,0.11088778645688702
persona_184,9,strategy,Strategy,0.0
persona_184,9,response,Response,0.030127687239439913
persona_184,10,whole,Whole,0.1166080897013963
persona_184,10,state_analysis,State Analysis,0.11287744173604734
persona_184,10,strategy,Strategy,0.10333166866288318
persona_184,10,response,Response,0.11755486655590822
persona_177,2,whole,Whole,0.09553355447177982
persona_177,2,state_analysis,State Analysis,0.09660677462798772
persona_177,2,strategy,Strategy,0.10928782821040518
persona_177,2,response,Response,0.11373650558726627
persona_177,3,whole,Whole,0.16771509335231993
persona_177,3,state_analysis,State Analysis,0.14309695056374785
persona_177,3,strategy,Strategy,0.08634680290115286
persona_177,3,response,Response,0.17504338920941828
persona_177,4,whole,Whole,0.16495654000944965
persona_177,4,state_analysis,State Analysis,0.12019240332846295
persona_177,4,strategy,Strategy,0.12613041855915424
persona_177,4,response,Response,0.15494553332164474
persona_177,5,whole,Whole,0.1381044661820526
persona_177,5,state_analysis,State Analysis,0.14864235785193428
persona_177,5,strategy,Strategy,0.0
persona_177,5,response,Response,0.10584970916590478
persona_177,6,whole,Whole,0.13126625640951467
persona_177,6,state_analysis,State Analysis,0.09892668656995138
persona_177,6,strategy,Strategy,0.14932035979088137
persona_177,6,response,Response,0.15520663209886718
persona_177,7,whole,Whole,0.17198217733923982
persona_177,7,state_analysis,State Analysis,0.16564662546968587
persona_177,7,strategy,Strategy,0.24805098211209572
persona_177,7,response,Response,0.13677926945899335
persona_177,8,whole,Whole,0.1663641959218356
persona_177,8,state_analysis,State Analysis,0.1301630126736896
persona_177,8,strategy,Strategy,0.06249390766599803
persona_177,8,response,Response,0.11265120929818603
persona_177,9,whole,Whole,0.13402079792317034
persona_177,9,state_analysis,State Analysis,0.17364500445923756
persona_177,9,strategy,Strategy,0.15959253119235842
persona_177,9,response,Response,0.09857616704015895
persona_177,10,whole,Whole,0.1362830864865215
persona_177,10,state_analysis,State Analysis,0.15687699863963878
persona_177,10,strategy,Strategy,0.0
persona_177,10,response,Response,0.1258795872141921
persona_136,2,whole,Whole,0.11624530636062426
persona_136,2,state_analysis,State Analysis,0.11630217543812987
persona_136,2,strategy,Strategy,0.07313598290763643
persona_136,2,response,Response,0.10616321074793812
persona_136,3,whole,Whole,0.09192938695513511
persona_136,3,state_analysis,State Analysis,0.04698553341269238
persona_136,3,strategy,Strategy,0.0
persona_136,3,response,Response,0.1474848464215152
persona_136,4,whole,Whole,0.12611447499697356
persona_136,4,state_analysis,State Analysis,0.1028677095231126
persona_136,4,strategy,Strategy,0.1364675381120416
persona_136,4,response,Response,0.14930543799930993
persona_136,5,whole,Whole,0.09206515204386423
persona_136,5,state_analysis,State Analysis,0.12878973484343262
persona_136,5,strategy,Strategy,0.05322418622750116
persona_136,5,response,Response,0.11537758165038502
persona_136,6,whole,Whole,0.18302332253958742
persona_136,6,state_analysis,State Analysis,0.15469781536004368
persona_136,6,strategy,Strategy,0.20598324598342496
persona_136,6,response,Response,0.0968654486284846
persona_136,7,whole,Whole,0.17714750101300217
persona_136,7,state_analysis,State Analysis,0.18804890617037956
persona_136,7,strategy,Strategy,0.06531931853697327
persona_136,7,response,Response,0.10746303904779089
persona_136,8,whole,Whole,0.1675328404877623
persona_136,8,state_analysis,State Analysis,0.14591513581303783
persona_136,8,strategy,Strategy,0.029659741701343587
persona_136,8,response,Response,0.08512086283281052
persona_136,9,whole,Whole,0.16929754105968917
persona_136,9,state_analysis,State Analysis,0.12861483420443348
persona_136,9,strategy,Strategy,0.0
persona_136,9,response,Response,0.13743824254813777
persona_136,10,whole,Whole,0.17445524434863474
persona_136,10,state_analysis,State Analysis,0.169755768046164
persona_136,10,strategy,Strategy,0.016024698922186487
persona_136,10,response,Response,0.09013929101351394
persona_23,2,whole,Whole,0.12929955693285544
persona_23,2,state_analysis,State Analysis,0.10713772854396321
persona_23,2,strategy,Strategy,0.12156130855887297
persona_23,2,response,Response,0.18373596158113892
persona_23,3,whole,Whole,0.12322406907544967
persona_23,3,state_analysis,State Analysis,0.1629000234735518
persona_23,3,strategy,Strategy,0.18326068536376028
persona_23,3,response,Response,0.1567517566573297
persona_23,4,whole,Whole,0.11674859483514372
persona_23,4,state_analysis,State Analysis,0.11252148144585593
persona_23,4,strategy,Strategy,0.0
persona_23,4,response,Response,0.15503816279623028
persona_23,5,whole,Whole,0.13252143254637533
persona_23,5,state_analysis,State Analysis,0.14187282881200403
persona_23,5,strategy,Strategy,0.11074926468154116
persona_23,5,response,Response,0.16847033131434588
persona_23,6,whole,Whole,0.1236463892912031
persona_23,6,state_analysis,State Analysis,0.07535737191972267
persona_23,6,strategy,Strategy,0.07308305604926131
persona_23,6,response,Response,0.1737527459563364
