Prev_User_Category,Action Facilitation,Core Persuasion,Exploration
Defensive,0.009090909090909087,0.033333333333333326,-0.028571428571428574
Evasion,-0.004484304932735432,0.018181818181818177,-0.019540229885057474
Offensive,-0.2,0.04999999999999999,0.3
